Lineage	Ceska republika	Jihocesky	Jihomoravsky	Karlovarsky	Kralovehradecky	Liberecky	Moravskoslezsky	Olomoucky	Pardubicky	Plzensky	Praha	Stredocesky	Ustecky	Vysocina	Zlinsky	_unknown_	Total
BN.1.4	0.00232	0	0	0	0	0.05	0	0	0	0	0.00328	0.00752	0	0	0	0	3
BQ.1.1.5	0.00232	0	0	0	0	0	0	0	0	0	0	0	0.0076	0.0263	0	0	3
BQ.1.11	0.00232	0	0	0	0	0	0	0	0	0	0.00328	0	0.0076	0	0	0	3
BQ.1.2	0.00232	0	0	0	0	0	0	0	0	0	0.00984	0	0	0	0	0	3
DG.1	0.00232	0	0	0	0	0	0	0	0	0	0.00328	0	0.0076	0	0	0	3
BA.4	0.00155	0	0	0	0	0	0	0.0109	0	0	0.00328	0	0	0	0	0	2
BA.5.1.12	0.00155	0.0177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BA.5.1.24	0.00155	0	0	0	0.0171	0	0	0	0	0	0	0	0	0	0	0	2
BA.5.2.9	0.00155	0	0	0	0	0	0	0	0	0	0.00328	0	0.0038	0	0	0	2
BA.5.6.4	0.00155	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	2
BE.1	0.00155	0	0.01	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	2
BL.1	0.00155	0	0	0	0	0	0	0	0.0179	0	0	0	0	0.0263	0	0	2
BN.1.1	0.00155	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	2
BN.1.5	0.00155	0	0	0	0	0.05	0	0	0	0	0	0	0	0.0263	0	0	2
BQ.1.1.15	0.00155	0	0	0	0	0	0	0	0	0	0.00656	0	0	0	0	0	2
BQ.1.1.18	0.00155	0	0	0	0	0	0	0	0	0	0.00656	0	0	0	0	0	2
BQ.1.1.4	0.00155	0	0	0	0	0	0	0	0	0	0.00328	0	0.0038	0	0	0	2
BQ.1.1.7	0.00155	0	0	0	0	0	0	0	0.0179	0	0	0	0.0038	0	0	0	2
BQ.1.18	0.00155	0	0	0	0	0	0	0	0	0	0.00328	0	0.0038	0	0	0	2
BQ.1.22	0.00155	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BQ.1.23	0.00155	0	0	0	0.00855	0	0	0	0	0	0	0.00752	0	0	0	0	2
CV.1	0.00155	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	2
XBB.1.5	0.00155	0	0	0	0	0	0	0	0	0	0.00328	0	0.0038	0	0	0	2
BA.4.1.9	0.000773	0.00885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BA.4.6.1	0.000773	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	1
BA.4.6.4	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
BA.5.1.2	0.000773	0	0	0	0.00855	0	0	0	0	0	0	0	0	0	0	0	1
BA.5.2.18	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
BA.5.2.19	0.000773	0	0	0	0	0	0	0	0	0	0	0	0	0.0263	0	0	1
BA.5.2.25	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
BA.5.3.3	0.000773	0	0	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	1
BA.5.5.1	0.000773	0	0	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	1
BE.6	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
BF.23	0.000773	0.00885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BF.26	0.000773	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BF.27	0.000773	0	0	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	1
BF.4	0.000773	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	1
BF.7.5.1	0.000773	0.00885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BF.8	0.000773	0	0	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	1
BL.2	0.000773	0	0	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	1
BN.1.2	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
BN.1.3.1	0.000773	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	1
BQ.1.1.13	0.000773	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	1
BQ.1.1.27	0.000773	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	1
BQ.1.1.3	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
BQ.1.12	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
BQ.1.13.1	0.000773	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	1
BQ.1.19	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
BQ.1.8	0.000773	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	1
BR.1	0.000773	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	1
BT.2	0.000773	0	0	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	1
BY.1.2	0.000773	0	0	0	0	0	0	0	0.0179	0	0	0	0	0	0	0	1
CA.7	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
CC.1	0.000773	0	0	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	1
CK.2.1	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
CK.2.1.1	0.000773	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	1
CL.1	0.000773	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CN.1	0.000773	0.00885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CP.1	0.000773	0	0	0	0	0	0	0	0	0	0	0	0	0.0263	0	0	1
CP.3	0.000773	0.00885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DF.1	0.000773	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	1
Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Count	1293	113	100	16	117	20	16	92	56	20	305	133	263	38	4	NA	
